Case ID;Activity;Resource;Start Timestamp;Complete Timestamp;Variant;Variant index;(case) description;defectFixed;defectType;lifecycle:transition;numberRepairs;phoneType
107;Analyze Defect;Tester3;1970/01/03 12:58:00.000;1970/01/03 13:05:00.000;Variant 5;5;Simulated process instance;;5;complete;;T3
107;Repair (Simple);SolverS3;1970/01/03 13:10:00.000;1970/01/03 13:28:00.000;Variant 5;5;Simulated process instance;;;complete;;
107;Inform User;System;1970/01/03 13:24:00.000;1970/01/03 13:24:00.000;Variant 5;5;Simulated process instance;;;complete;;
107;Test Repair;Tester1;1970/01/03 13:28:00.000;1970/01/03 13:34:00.000;Variant 5;5;Simulated process instance;true;;complete;1;
107;Archive Repair;System;1970/01/03 13:43:00.000;1970/01/03 13:43:00.000;Variant 5;5;Simulated process instance;true;;complete;1;
1070;Register;System;1970/01/23 11:58:00.000;1970/01/23 11:58:00.000;Variant 48;48;Simulated process instance;;;complete;;
1070;Analyze Defect;Tester3;1970/01/23 11:58:00.000;1970/01/23 12:06:00.000;Variant 48;48;Simulated process instance;;3;complete;;T3
1070;Inform User;System;1970/01/23 12:24:00.000;1970/01/23 12:24:00.000;Variant 48;48;Simulated process instance;;;complete;;
1070;Repair (Simple);SolverS1;1970/01/23 12:29:00.000;1970/01/23 12:34:00.000;Variant 48;48;Simulated process instance;;;complete;;
1070;Test Repair;Tester3;1970/01/23 12:34:00.000;1970/01/23 12:42:00.000;Variant 48;48;Simulated process instance;false;;complete;1;
1070;Restart Repair;System;1970/01/23 12:48:00.000;1970/01/23 12:48:00.000;Variant 48;48;Simulated process instance;;;complete;;
1070;Repair (Simple);SolverS1;1970/01/23 12:48:00.000;1970/01/23 12:53:00.000;Variant 48;48;Simulated process instance;;;complete;;
1070;Test Repair;Tester4;1970/01/23 12:53:00.000;1970/01/23 12:58:00.000;Variant 48;48;Simulated process instance;false;;complete;2;
1070;Restart Repair;System;1970/01/23 13:07:00.000;1970/01/23 13:07:00.000;Variant 48;48;Simulated process instance;;;complete;;
1070;Repair (Simple);SolverS2;1970/01/23 13:07:00.000;1970/01/23 13:19:00.000;Variant 48;48;Simulated process instance;;;complete;;
1070;Test Repair;Tester1;1970/01/23 13:19:00.000;1970/01/23 13:28:00.000;Variant 48;48;Simulated process instance;true;;complete;3;
1071;Register;System;1970/01/23 21:19:00.000;1970/01/23 21:19:00.000;Variant 21;21;Simulated process instance;;;complete;;
1071;Analyze Defect;Tester1;1970/01/23 21:19:00.000;1970/01/23 21:25:00.000;Variant 21;21;Simulated process instance;;1;complete;;T3
1071;Repair (Simple);SolverS2;1970/01/23 21:47:00.000;1970/01/23 21:56:00.000;Variant 21;21;Simulated process instance;;;complete;;
1071;Inform User;System;1970/01/23 21:55:00.000;1970/01/23 21:55:00.000;Variant 21;21;Simulated process instance;;;complete;;
1071;Test Repair;Tester1;1970/01/23 21:56:00.000;1970/01/23 22:01:00.000;Variant 21;21;Simulated process instance;true;;complete;1;
1072;Register;System;1970/01/23 02:10:00.000;1970/01/23 02:10:00.000;Variant 48;48;Simulated process instance;;;complete;;
1072;Analyze Defect;Tester2;1970/01/23 02:10:00.000;1970/01/23 02:18:00.000;Variant 48;48;Simulated process instance;;1;complete;;T3
1072;Inform User;System;1970/01/23 02:38:00.000;1970/01/23 02:38:00.000;Variant 48;48;Simulated process instance;;;complete;;
1072;Repair (Simple);SolverS1;1970/01/23 02:43:00.000;1970/01/23 02:48:00.000;Variant 48;48;Simulated process instance;;;complete;;
1072;Test Repair;Tester6;1970/01/23 02:48:00.000;1970/01/23 02:53:00.000;Variant 48;48;Simulated process instance;false;;complete;1;
1072;Restart Repair;System;1970/01/23 03:02:00.000;1970/01/23 03:02:00.000;Variant 48;48;Simulated process instance;;;complete;;
1072;Repair (Simple);SolverS1;1970/01/23 03:02:00.000;1970/01/23 03:09:00.000;Variant 48;48;Simulated process instance;;;complete;;
1072;Test Repair;Tester4;1970/01/23 03:09:00.000;1970/01/23 03:19:00.000;Variant 48;48;Simulated process instance;false;;complete;2;
1072;Restart Repair;System;1970/01/23 03:25:00.000;1970/01/23 03:25:00.000;Variant 48;48;Simulated process instance;;;complete;;
1072;Repair (Simple);SolverS3;1970/01/23 03:25:00.000;1970/01/23 03:37:00.000;Variant 48;48;Simulated process instance;;;complete;;
1072;Test Repair;Tester3;1970/01/23 03:37:00.000;1970/01/23 03:47:00.000;Variant 48;48;Simulated process instance;true;;complete;3;
1073;Register;System;1970/01/24 02:50:00.000;1970/01/24 02:50:00.000;Variant 13;13;Simulated process instance;;;complete;;
1073;Analyze Defect;Tester4;1970/01/24 02:50:00.000;1970/01/24 02:55:00.000;Variant 13;13;Simulated process instance;;7;complete;;T3
1073;Repair (Complex);SolverC1;1970/01/24 02:58:00.000;1970/01/24 03:08:00.000;Variant 13;13;Simulated process instance;;;complete;;
1073;Test Repair;Tester1;1970/01/24 03:08:00.000;1970/01/24 03:16:00.000;Variant 13;13;Simulated process instance;true;;complete;0;
1073;Inform User;System;1970/01/24 03:25:00.000;1970/01/24 03:25:00.000;Variant 13;13;Simulated process instance;;;complete;;
1074;Register;System;1970/01/23 04:13:00.000;1970/01/23 04:13:00.000;Variant 10;10;Simulated process instance;;;complete;;
1074;Analyze Defect;Tester6;1970/01/23 04:13:00.000;1970/01/23 04:21:00.000;Variant 10;10;Simulated process instance;;8;complete;;T2
1074;Repair (Complex);SolverC3;1970/01/23 04:24:00.000;1970/01/23 05:09:00.000;Variant 10;10;Simulated process instance;;;complete;;
1074;Inform User;System;1970/01/23 04:54:00.000;1970/01/23 04:54:00.000;Variant 10;10;Simulated process instance;;;complete;;
1074;Test Repair;Tester1;1970/01/23 05:09:00.000;1970/01/23 05:15:00.000;Variant 10;10;Simulated process instance;true;;complete;0;
1075;Register;System;1970/01/24 04:22:00.000;1970/01/24 04:22:00.000;Variant 13;13;Simulated process instance;;;complete;;
1075;Analyze Defect;Tester1;1970/01/24 04:22:00.000;1970/01/24 04:29:00.000;Variant 13;13;Simulated process instance;;9;complete;;T2
1075;Repair (Complex);SolverC2;1970/01/24 04:30:00.000;1970/01/24 04:40:00.000;Variant 13;13;Simulated process instance;;;complete;;
1075;Test Repair;Tester5;1970/01/24 04:40:00.000;1970/01/24 04:46:00.000;Variant 13;13;Simulated process instance;true;;complete;0;
1075;Inform User;System;1970/01/24 04:54:00.000;1970/01/24 04:54:00.000;Variant 13;13;Simulated process instance;;;complete;;
1076;Register;System;1970/01/23 17:02:00.000;1970/01/23 17:02:00.000;Variant 10;10;Simulated process instance;;;complete;;
1076;Analyze Defect;Tester2;1970/01/23 17:02:00.000;1970/01/23 17:11:00.000;Variant 10;10;Simulated process instance;;7;complete;;T1
1076;Repair (Complex);SolverC3;1970/01/23 17:24:00.000;1970/01/23 18:14:00.000;Variant 10;10;Simulated process instance;;;complete;;
1076;Inform User;System;1970/01/23 17:45:00.000;1970/01/23 17:45:00.000;Variant 10;10;Simulated process instance;;;complete;;
1076;Test Repair;Tester3;1970/01/23 18:14:00.000;1970/01/23 18:20:00.000;Variant 10;10;Simulated process instance;true;;complete;0;
1078;Register;System;1970/01/23 03:52:00.000;1970/01/23 03:52:00.000;Variant 43;43;Simulated process instance;;;complete;;
1078;Analyze Defect;Tester5;1970/01/23 03:52:00.000;1970/01/23 03:57:00.000;Variant 43;43;Simulated process instance;;2;complete;;T1
1078;Repair (Simple);SolverS1;1970/01/23 03:59:00.000;1970/01/23 04:04:00.000;Variant 43;43;Simulated process instance;;;complete;;
1078;Test Repair;Tester1;1970/01/23 04:04:00.000;1970/01/23 04:10:00.000;Variant 43;43;Simulated process instance;false;;complete;1;
1078;Restart Repair;System;1970/01/23 04:17:00.000;1970/01/23 04:17:00.000;Variant 43;43;Simulated process instance;;;complete;;
1078;Repair (Simple);SolverS2;1970/01/23 04:17:00.000;1970/01/23 04:31:00.000;Variant 43;43;Simulated process instance;;;complete;;
1078;Test Repair;Tester2;1970/01/23 04:31:00.000;1970/01/23 04:39:00.000;Variant 43;43;Simulated process instance;true;;complete;2;
1078;Inform User;System;1970/01/23 04:39:00.000;1970/01/23 04:39:00.000;Variant 43;43;Simulated process instance;;;complete;;
1079;Register;System;1970/01/23 01:29:00.000;1970/01/23 01:29:00.000;Variant 10;10;Simulated process instance;;;complete;;
1079;Analyze Defect;Tester3;1970/01/23 01:29:00.000;1970/01/23 01:36:00.000;Variant 10;10;Simulated process instance;;8;complete;;T2
1079;Repair (Complex);SolverC3;1970/01/23 01:52:00.000;1970/01/23 02:41:00.000;Variant 10;10;Simulated process instance;;;complete;;
1079;Inform User;System;1970/01/23 01:54:00.000;1970/01/23 01:54:00.000;Variant 10;10;Simulated process instance;;;complete;;
1079;Test Repair;Tester3;1970/01/23 02:41:00.000;1970/01/23 02:51:00.000;Variant 10;10;Simulated process instance;true;;complete;0;
108;Register;System;1970/01/04 16:12:00.000;1970/01/04 16:12:00.000;Variant 1;1;Simulated process instance;;;complete;;
108;Analyze Defect;Tester3;1970/01/04 16:12:00.000;1970/01/04 16:19:00.000;Variant 1;1;Simulated process instance;;7;complete;;T1
108;Repair (Complex);SolverC3;1970/01/04 16:27:00.000;1970/01/04 17:07:00.000;Variant 1;1;Simulated process instance;;;complete;;
108;Inform User;System;1970/01/04 16:35:00.000;1970/01/04 16:35:00.000;Variant 1;1;Simulated process instance;;;complete;;
108;Test Repair;Tester1;1970/01/04 17:07:00.000;1970/01/04 17:13:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
108;Archive Repair;System;1970/01/04 17:20:00.000;1970/01/04 17:20:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
1080;Register;System;1970/01/23 13:25:00.000;1970/01/23 13:25:00.000;Variant 26;26;Simulated process instance;;;complete;;
1080;Analyze Defect;Tester3;1970/01/23 13:25:00.000;1970/01/23 13:34:00.000;Variant 26;26;Simulated process instance;;9;complete;;T1
1080;Inform User;System;1970/01/23 13:54:00.000;1970/01/23 13:54:00.000;Variant 26;26;Simulated process instance;;;complete;;
1080;Repair (Complex);SolverC2;1970/01/23 13:58:00.000;1970/01/23 14:18:00.000;Variant 26;26;Simulated process instance;;;complete;;
1080;Test Repair;Tester2;1970/01/23 14:18:00.000;1970/01/23 14:24:00.000;Variant 26;26;Simulated process instance;true;;complete;0;
1081;Register;System;1970/01/23 23:29:00.000;1970/01/23 23:29:00.000;Variant 13;13;Simulated process instance;;;complete;;
1081;Analyze Defect;Tester1;1970/01/23 23:29:00.000;1970/01/23 23:39:00.000;Variant 13;13;Simulated process instance;;7;complete;;T2
1081;Repair (Complex);SolverC2;1970/01/23 23:55:00.000;1970/01/24 00:15:00.000;Variant 13;13;Simulated process instance;;;complete;;
1081;Test Repair;Tester2;1970/01/24 00:15:00.000;1970/01/24 00:20:00.000;Variant 13;13;Simulated process instance;true;;complete;0;
1081;Inform User;System;1970/01/24 00:25:00.000;1970/01/24 00:25:00.000;Variant 13;13;Simulated process instance;;;complete;;
1082;Register;System;1970/01/24 03:31:00.000;1970/01/24 03:31:00.000;Variant 44;44;Simulated process instance;;;complete;;
1082;Analyze Defect;Tester5;1970/01/24 03:31:00.000;1970/01/24 03:37:00.000;Variant 44;44;Simulated process instance;;6;complete;;T1
1082;Repair (Simple);SolverS1;1970/01/24 03:53:00.000;1970/01/24 04:00:00.000;Variant 44;44;Simulated process instance;;;complete;;
1082;Test Repair;Tester2;1970/01/24 04:00:00.000;1970/01/24 04:09:00.000;Variant 44;44;Simulated process instance;false;;complete;1;
1082;Restart Repair;System;1970/01/24 04:15:00.000;1970/01/24 04:15:00.000;Variant 44;44;Simulated process instance;;;complete;;
1082;Repair (Complex);SolverC3;1970/01/24 04:15:00.000;1970/01/24 04:59:00.000;Variant 44;44;Simulated process instance;;;complete;;
1082;Inform User;System;1970/01/24 04:25:00.000;1970/01/24 04:25:00.000;Variant 44;44;Simulated process instance;;;complete;;
1082;Test Repair;Tester1;1970/01/24 04:59:00.000;1970/01/24 05:06:00.000;Variant 44;44;Simulated process instance;true;;complete;1;
1083;Register;System;1970/01/23 18:23:00.000;1970/01/23 18:23:00.000;Variant 10;10;Simulated process instance;;;complete;;
1083;Analyze Defect;Tester3;1970/01/23 18:23:00.000;1970/01/23 18:32:00.000;Variant 10;10;Simulated process instance;;8;complete;;T2
1083;Repair (Complex);SolverC2;1970/01/23 18:34:00.000;1970/01/23 18:52:00.000;Variant 10;10;Simulated process instance;;;complete;;
1083;Inform User;System;1970/01/23 18:48:00.000;1970/01/23 18:48:00.000;Variant 10;10;Simulated process instance;;;complete;;
1083;Test Repair;Tester4;1970/01/23 18:52:00.000;1970/01/23 19:00:00.000;Variant 10;10;Simulated process instance;true;;complete;0;
1084;Register;System;1970/01/23 23:22:00.000;1970/01/23 23:22:00.000;Variant 10;10;Simulated process instance;;;complete;;
1084;Analyze Defect;Tester4;1970/01/23 23:22:00.000;1970/01/23 23:31:00.000;Variant 10;10;Simulated process instance;;7;complete;;T3
1084;Repair (Complex);SolverC1;1970/01/23 23:51:00.000;1970/01/24 00:07:00.000;Variant 10;10;Simulated process instance;;;complete;;
1084;Inform User;System;1970/01/24 00:03:00.000;1970/01/24 00:03:00.000;Variant 10;10;Simulated process instance;;;complete;;
1084;Test Repair;Tester1;1970/01/24 00:07:00.000;1970/01/24 00:12:00.000;Variant 10;10;Simulated process instance;true;;complete;0;
1085;Register;System;1970/01/24 02:02:00.000;1970/01/24 02:02:00.000;Variant 52;52;Simulated process instance;;;complete;;
1085;Analyze Defect;Tester1;1970/01/24 02:02:00.000;1970/01/24 02:09:00.000;Variant 52;52;Simulated process instance;;4;complete;;T3
1085;Repair (Simple);SolverS2;1970/01/24 02:26:00.000;1970/01/24 02:38:00.000;Variant 52;52;Simulated process instance;;;complete;;
1085;Test Repair;Tester2;1970/01/24 02:38:00.000;1970/01/24 02:46:00.000;Variant 52;52;Simulated process instance;false;;complete;1;
1085;Restart Repair;System;1970/01/24 02:55:00.000;1970/01/24 02:55:00.000;Variant 52;52;Simulated process instance;;;complete;;
1085;Repair (Simple);SolverS2;1970/01/24 02:55:00.000;1970/01/24 03:03:00.000;Variant 52;52;Simulated process instance;;;complete;;
1085;Inform User;System;1970/01/24 02:59:00.000;1970/01/24 02:59:00.000;Variant 52;52;Simulated process instance;;;complete;;
1085;Test Repair;Tester2;1970/01/24 03:03:00.000;1970/01/24 03:10:00.000;Variant 52;52;Simulated process instance;false;;complete;2;
1085;Restart Repair;System;1970/01/24 03:15:00.000;1970/01/24 03:15:00.000;Variant 52;52;Simulated process instance;;;complete;;
1085;Repair (Simple);SolverS3;1970/01/24 03:15:00.000;1970/01/24 03:27:00.000;Variant 52;52;Simulated process instance;;;complete;;
1085;Test Repair;Tester3;1970/01/24 03:27:00.000;1970/01/24 03:32:00.000;Variant 52;52;Simulated process instance;true;;complete;3;
1089;Register;System;1970/01/23 19:04:00.000;1970/01/23 19:04:00.000;Variant 13;13;Simulated process instance;;;complete;;
1089;Analyze Defect;Tester2;1970/01/23 19:04:00.000;1970/01/23 19:12:00.000;Variant 13;13;Simulated process instance;;10;complete;;T1
1089;Repair (Complex);SolverC1;1970/01/23 19:22:00.000;1970/01/23 19:34:00.000;Variant 13;13;Simulated process instance;;;complete;;
1089;Test Repair;Tester1;1970/01/23 19:34:00.000;1970/01/23 19:40:00.000;Variant 13;13;Simulated process instance;true;;complete;0;
1089;Inform User;System;1970/01/23 20:00:00.000;1970/01/23 20:00:00.000;Variant 13;13;Simulated process instance;;;complete;;
109;Register;System;1970/01/03 09:10:00.000;1970/01/03 09:10:00.000;Variant 27;27;Simulated process instance;;;complete;;
109;Analyze Defect;Tester6;1970/01/03 09:10:00.000;1970/01/03 09:15:00.000;Variant 27;27;Simulated process instance;;6;complete;;T3
109;Repair (Simple);SolverS2;1970/01/03 09:36:00.000;1970/01/03 09:45:00.000;Variant 27;27;Simulated process instance;;;complete;;
109;Test Repair;Tester5;1970/01/03 09:45:00.000;1970/01/03 09:52:00.000;Variant 27;27;Simulated process instance;false;;complete;1;
109;Inform User;System;1970/01/03 09:57:00.000;1970/01/03 09:57:00.000;Variant 27;27;Simulated process instance;;;complete;;
109;Restart Repair;System;1970/01/03 10:01:00.000;1970/01/03 10:01:00.000;Variant 27;27;Simulated process instance;;;complete;;
109;Repair (Simple);SolverS1;1970/01/03 10:01:00.000;1970/01/03 10:06:00.000;Variant 27;27;Simulated process instance;;;complete;;
109;Test Repair;Tester3;1970/01/03 10:06:00.000;1970/01/03 10:14:00.000;Variant 27;27;Simulated process instance;false;;complete;2;
109;Restart Repair;System;1970/01/03 10:21:00.000;1970/01/03 10:21:00.000;Variant 27;27;Simulated process instance;;;complete;;
109;Repair (Complex);SolverC2;1970/01/03 10:21:00.000;1970/01/03 10:39:00.000;Variant 27;27;Simulated process instance;;;complete;;
109;Test Repair;Tester5;1970/01/03 10:39:00.000;1970/01/03 10:46:00.000;Variant 27;27;Simulated process instance;true;;complete;2;
109;Archive Repair;System;1970/01/03 10:53:00.000;1970/01/03 10:53:00.000;Variant 27;27;Simulated process instance;true;;complete;2;
1091;Register;System;1970/01/23 10:06:00.000;1970/01/23 10:06:00.000;Variant 21;21;Simulated process instance;;;complete;;
1091;Analyze Defect;Tester1;1970/01/23 10:06:00.000;1970/01/23 10:15:00.000;Variant 21;21;Simulated process instance;;4;complete;;T3
1091;Repair (Simple);SolverS2;1970/01/23 10:35:00.000;1970/01/23 10:47:00.000;Variant 21;21;Simulated process instance;;;complete;;
1091;Inform User;System;1970/01/23 10:45:00.000;1970/01/23 10:45:00.000;Variant 21;21;Simulated process instance;;;complete;;
1091;Test Repair;Tester6;1970/01/23 10:47:00.000;1970/01/23 10:54:00.000;Variant 21;21;Simulated process instance;true;;complete;1;
1092;Register;System;1970/01/24 04:50:00.000;1970/01/24 04:50:00.000;Variant 30;30;Simulated process instance;;;complete;;
1092;Analyze Defect;Tester1;1970/01/24 04:50:00.000;1970/01/24 04:56:00.000;Variant 30;30;Simulated process instance;;1;complete;;T3
1092;Inform User;System;1970/01/24 05:13:00.000;1970/01/24 05:13:00.000;Variant 30;30;Simulated process instance;;;complete;;
1092;Repair (Simple);SolverS1;1970/01/24 05:15:00.000;1970/01/24 05:20:00.000;Variant 30;30;Simulated process instance;;;complete;;
1092;Test Repair;Tester6;1970/01/24 05:20:00.000;1970/01/24 05:30:00.000;Variant 30;30;Simulated process instance;false;;complete;1;
1092;Restart Repair;System;1970/01/24 05:37:00.000;1970/01/24 05:37:00.000;Variant 30;30;Simulated process instance;;;complete;;
1092;Repair (Simple);SolverS3;1970/01/24 05:37:00.000;1970/01/24 05:55:00.000;Variant 30;30;Simulated process instance;;;complete;;
1092;Test Repair;Tester3;1970/01/24 05:55:00.000;1970/01/24 06:04:00.000;Variant 30;30;Simulated process instance;true;;complete;2;
1093;Register;System;1970/01/23 21:15:00.000;1970/01/23 21:15:00.000;Variant 30;30;Simulated process instance;;;complete;;
1093;Analyze Defect;Tester2;1970/01/23 21:15:00.000;1970/01/23 21:20:00.000;Variant 30;30;Simulated process instance;;2;complete;;T2
1093;Inform User;System;1970/01/23 21:35:00.000;1970/01/23 21:35:00.000;Variant 30;30;Simulated process instance;;;complete;;
1093;Repair (Simple);SolverS2;1970/01/23 21:35:00.000;1970/01/23 21:45:00.000;Variant 30;30;Simulated process instance;;;complete;;
1093;Test Repair;Tester5;1970/01/23 21:45:00.000;1970/01/23 21:51:00.000;Variant 30;30;Simulated process instance;false;;complete;1;
1093;Restart Repair;System;1970/01/23 21:56:00.000;1970/01/23 21:56:00.000;Variant 30;30;Simulated process instance;;;complete;;
1093;Repair (Simple);SolverS2;1970/01/23 21:56:00.000;1970/01/23 22:05:00.000;Variant 30;30;Simulated process instance;;;complete;;
1093;Test Repair;Tester2;1970/01/23 22:05:00.000;1970/01/23 22:11:00.000;Variant 30;30;Simulated process instance;true;;complete;2;
1095;Register;System;1970/01/24 08:56:00.000;1970/01/24 08:56:00.000;Variant 38;38;Simulated process instance;;;complete;;
1095;Analyze Defect;Tester3;1970/01/24 08:56:00.000;1970/01/24 09:04:00.000;Variant 38;38;Simulated process instance;;7;complete;;T2
1095;Repair (Complex);SolverC1;1970/01/24 09:05:00.000;1970/01/24 09:16:00.000;Variant 38;38;Simulated process instance;;;complete;;
1096;Register;System;1970/01/23 12:24:00.000;1970/01/23 12:24:00.000;Variant 12;12;Simulated process instance;;;complete;;
1096;Analyze Defect;Tester1;1970/01/23 12:24:00.000;1970/01/23 12:34:00.000;Variant 12;12;Simulated process instance;;3;complete;;T1
1096;Repair (Simple);SolverS3;1970/01/23 12:50:00.000;1970/01/23 13:03:00.000;Variant 12;12;Simulated process instance;;;complete;;
1096;Test Repair;Tester2;1970/01/23 13:03:00.000;1970/01/23 13:12:00.000;Variant 12;12;Simulated process instance;true;;complete;1;
1096;Inform User;System;1970/01/23 13:06:00.000;1970/01/23 13:06:00.000;Variant 12;12;Simulated process instance;;;complete;;
1097;Register;System;1970/01/23 20:15:00.000;1970/01/23 20:15:00.000;Variant 53;53;Simulated process instance;;;complete;;
1097;Analyze Defect;Tester3;1970/01/23 20:15:00.000;1970/01/23 20:25:00.000;Variant 53;53;Simulated process instance;;1;complete;;T2
1097;Repair (Simple);SolverS1;1970/01/23 20:29:00.000;1970/01/23 20:35:00.000;Variant 53;53;Simulated process instance;;;complete;;
1097;Test Repair;Tester5;1970/01/23 20:35:00.000;1970/01/23 20:43:00.000;Variant 53;53;Simulated process instance;false;;complete;1;
1097;Restart Repair;System;1970/01/23 20:50:00.000;1970/01/23 20:50:00.000;Variant 53;53;Simulated process instance;;;complete;;
1097;Repair (Simple);SolverS1;1970/01/23 20:50:00.000;1970/01/23 20:55:00.000;Variant 53;53;Simulated process instance;;;complete;;
1097;Test Repair;Tester1;1970/01/23 20:55:00.000;1970/01/23 21:03:00.000;Variant 53;53;Simulated process instance;false;;complete;2;
1097;Restart Repair;System;1970/01/23 21:11:00.000;1970/01/23 21:11:00.000;Variant 53;53;Simulated process instance;;;complete;;
1097;Repair (Simple);SolverS3;1970/01/23 21:11:00.000;1970/01/23 21:27:00.000;Variant 53;53;Simulated process instance;;;complete;;
1097;Inform User;System;1970/01/23 21:12:00.000;1970/01/23 21:12:00.000;Variant 53;53;Simulated process instance;;;complete;;
1097;Test Repair;Tester4;1970/01/23 21:27:00.000;1970/01/23 21:32:00.000;Variant 53;53;Simulated process instance;true;;complete;3;
1098;Register;System;1970/01/23 10:14:00.000;1970/01/23 10:14:00.000;Variant 12;12;Simulated process instance;;;complete;;
1098;Analyze Defect;Tester5;1970/01/23 10:14:00.000;1970/01/23 10:20:00.000;Variant 12;12;Simulated process instance;;3;complete;;T3
1098;Repair (Simple);SolverS2;1970/01/23 10:48:00.000;1970/01/23 11:01:00.000;Variant 12;12;Simulated process instance;;;complete;;
1098;Test Repair;Tester6;1970/01/23 11:01:00.000;1970/01/23 11:09:00.000;Variant 12;12;Simulated process instance;true;;complete;1;
1098;Inform User;System;1970/01/23 11:02:00.000;1970/01/23 11:02:00.000;Variant 12;12;Simulated process instance;;;complete;;
1099;Register;System;1970/01/24 02:26:00.000;1970/01/24 02:26:00.000;Variant 54;54;Simulated process instance;;;complete;;
1099;Analyze Defect;Tester5;1970/01/24 02:26:00.000;1970/01/24 02:31:00.000;Variant 54;54;Simulated process instance;;8;complete;;T3
1099;Repair (Complex);SolverC2;1970/01/24 02:51:00.000;1970/01/24 03:01:00.000;Variant 54;54;Simulated process instance;;;complete;;
1099;Test Repair;Tester5;1970/01/24 03:01:00.000;1970/01/24 03:09:00.000;Variant 54;54;Simulated process instance;false;;complete;0;
1099;Restart Repair;System;1970/01/24 03:18:00.000;1970/01/24 03:18:00.000;Variant 54;54;Simulated process instance;;;complete;;
1099;Repair (Complex);SolverC1;1970/01/24 03:18:00.000;1970/01/24 03:32:00.000;Variant 54;54;Simulated process instance;;;complete;;
1099;Inform User;System;1970/01/24 03:21:00.000;1970/01/24 03:21:00.000;Variant 54;54;Simulated process instance;;;complete;;
1099;Test Repair;Tester2;1970/01/24 03:32:00.000;1970/01/24 03:41:00.000;Variant 54;54;Simulated process instance;true;;complete;0;
11;Register;System;1970/01/02 15:51:00.000;1970/01/02 15:51:00.000;Variant 1;1;Simulated process instance;;;complete;;
11;Analyze Defect;Tester1;1970/01/02 15:51:00.000;1970/01/02 15:58:00.000;Variant 1;1;Simulated process instance;;10;complete;;T3
11;Repair (Complex);SolverC3;1970/01/02 16:04:00.000;1970/01/02 16:52:00.000;Variant 1;1;Simulated process instance;;;complete;;
11;Inform User;System;1970/01/02 16:16:00.000;1970/01/02 16:16:00.000;Variant 1;1;Simulated process instance;;;complete;;
11;Test Repair;Tester2;1970/01/02 16:52:00.000;1970/01/02 17:01:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
11;Archive Repair;System;1970/01/02 17:06:00.000;1970/01/02 17:06:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
110;Register;System;1970/01/03 12:23:00.000;1970/01/03 12:23:00.000;Variant 1;1;Simulated process instance;;;complete;;
110;Analyze Defect;Tester1;1970/01/03 12:23:00.000;1970/01/03 12:32:00.000;Variant 1;1;Simulated process instance;;10;complete;;T3
110;Repair (Complex);SolverC2;1970/01/03 12:52:00.000;1970/01/03 13:05:00.000;Variant 1;1;Simulated process instance;;;complete;;
110;Inform User;System;1970/01/03 12:53:00.000;1970/01/03 12:53:00.000;Variant 1;1;Simulated process instance;;;complete;;
110;Test Repair;Tester6;1970/01/03 13:05:00.000;1970/01/03 13:14:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
110;Archive Repair;System;1970/01/03 13:23:00.000;1970/01/03 13:23:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
1100;Register;System;1970/01/23 22:39:00.000;1970/01/23 22:39:00.000;Variant 10;10;Simulated process instance;;;complete;;
1100;Analyze Defect;Tester2;1970/01/23 22:39:00.000;1970/01/23 22:46:00.000;Variant 10;10;Simulated process instance;;7;complete;;T2
1100;Repair (Complex);SolverC1;1970/01/23 23:12:00.000;1970/01/23 23:22:00.000;Variant 10;10;Simulated process instance;;;complete;;
1100;Inform User;System;1970/01/23 23:19:00.000;1970/01/23 23:19:00.000;Variant 10;10;Simulated process instance;;;complete;;
1100;Test Repair;Tester5;1970/01/23 23:22:00.000;1970/01/23 23:32:00.000;Variant 10;10;Simulated process instance;true;;complete;0;
1103;Register;System;1970/01/23 23:02:00.000;1970/01/23 23:02:00.000;Variant 10;10;Simulated process instance;;;complete;;
1103;Analyze Defect;Tester3;1970/01/23 23:02:00.000;1970/01/23 23:09:00.000;Variant 10;10;Simulated process instance;;7;complete;;T3
1103;Repair (Complex);SolverC3;1970/01/23 23:10:00.000;1970/01/23 23:59:00.000;Variant 10;10;Simulated process instance;;;complete;;
1103;Inform User;System;1970/01/23 23:43:00.000;1970/01/23 23:43:00.000;Variant 10;10;Simulated process instance;;;complete;;
1103;Test Repair;Tester3;1970/01/23 23:59:00.000;1970/01/24 00:09:00.000;Variant 10;10;Simulated process instance;true;;complete;0;
1105;Register;System;1970/01/23 12:30:00.000;1970/01/23 12:30:00.000;Variant 12;12;Simulated process instance;;;complete;;
1105;Analyze Defect;Tester2;1970/01/23 12:30:00.000;1970/01/23 12:40:00.000;Variant 12;12;Simulated process instance;;4;complete;;T2
1105;Repair (Simple);SolverS2;1970/01/23 12:49:00.000;1970/01/23 13:01:00.000;Variant 12;12;Simulated process instance;;;complete;;
1105;Test Repair;Tester6;1970/01/23 13:01:00.000;1970/01/23 13:06:00.000;Variant 12;12;Simulated process instance;true;;complete;1;
1105;Inform User;System;1970/01/23 13:13:00.000;1970/01/23 13:13:00.000;Variant 12;12;Simulated process instance;;;complete;;
